date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:20:51	40174/40174	---M--	200	added ('OK')	image/jpeg	etag:%229f02dcc6f8d0e87d5c8ceb1582a42d56%22	https://picoctf.org/img/people/iglassmi.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/iglassmi.jpg	(from https://picoctf.org/about.html)
15:20:52	33346/33346	---M--	200	added ('OK')	image/jpeg	etag:%22f85428763d24b5106b784d1765471877%22	https://picoctf.org/img/people/danyelj.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/danyelj.jpg	(from https://picoctf.org/about.html)
15:20:53	59573/59573	---M--	200	added ('OK')	image/png	etag:%22ae641122a413daee6dd53ef608570394%22	https://picoctf.org/img/people/default.png	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/default.png	(from https://picoctf.org/about.html)
15:20:54	20801/20801	---M--	200	added ('OK')	image/jpeg	etag:%22682eb717f4e29b70edda49441496ac43%22	https://picoctf.org/img/people/jay-bosamiya.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/people/jay-bosamiya.jpg	(from https://picoctf.org/about.html)
15:20:54	165629/165629	---MCZ	200	added ('OK')	text/css	etag:W/%22afa62e620a493943bf610481b86a95e9%22	https://picoctf.org/css/main.css?1706805569	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/maina366.css	(from https://picoctf.org/sponsors.html)
15:20:55	56517/56517	---MCZ	200	added ('OK')	text/css	etag:W/%2241661137a86847913a9a84b5245cb379%22	https://picoctf.org/css/font-awesome.min.css?1706805569	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/font-awesome.mina366.css	(from https://picoctf.org/sponsors.html)
15:20:56	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://picoctf.org/js/jquery.min.js?1706805569	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/jquery.mina366.js	(from https://picoctf.org/sponsors.html)
15:20:57	81084/81084	---MCZ	200	added ('OK')	application/javascript	etag:W/%227fd2f04e75bd7ab1a79d80cdd4c33085%22	https://picoctf.org/js/bootstrap.bundle.min.js?1706805569	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/bootstrap.bundle.mina366.js	(from https://picoctf.org/sponsors.html)
15:20:58	241/241	---M--	200	added ('OK')	application/javascript	etag:%22857da6395708a5a534f93aa7bbc488b2%22	https://picoctf.org/js/autohide-navbar.js?1706805569	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/autohide-navbara366.js	(from https://picoctf.org/sponsors.html)
15:20:59	1737622/1737622	---MCZ	200	added ('OK')	application/pdf	etag:W/%2279ec2713edc27bacced2acbc8bf28ebc%22	https://picoctf.org/pdfs/PicoCTF_Sponsorship_Flyer_2024.pdf	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/pdfs/PicoCTF_Sponsorship_Flyer_2024.pdf	(from https://picoctf.org/sponsors.html)
15:21:00	40237/40237	---M--	200	added ('OK')	image/jpeg	etag:%223bd1714d406ec2137b29dc59cdf95b1d%22	https://picoctf.org/img/photos/sponsor-bg-right2.jpg	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/img/photos/sponsor-bg-right2.jpg	(from https://picoctf.org/sponsors.html)
15:21:01	165629/165629	---MCZ	200	added ('OK')	text/css	etag:W/%22afa62e620a493943bf610481b86a95e9%22	https://picoctf.org/css/main.css?1693357177	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/mainc924.css	(from https://picoctf.org/GenCyber/index.html)
15:21:01	19662/19662	---MCZ	200	added ('OK')	text/html	etag:W/%22af54f4f51ee882697a5ffff294a2d47a%22	https://picoctf.org/GenCyber/	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/GenCyber/index-2.html	(from https://picoctf.org/GenCyber/index.html)
15:21:02	56517/56517	---MCZ	200	added ('OK')	text/css	etag:W/%2241661137a86847913a9a84b5245cb379%22	https://picoctf.org/css/font-awesome.min.css?1693357177	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/font-awesome.minc924.css	(from https://picoctf.org/GenCyber/index.html)
15:21:03	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://picoctf.org/js/jquery.min.js?1693357177	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/jquery.minc924.js	(from https://picoctf.org/GenCyber/index.html)
15:21:04	81084/81084	---MCZ	200	added ('OK')	application/javascript	etag:W/%227fd2f04e75bd7ab1a79d80cdd4c33085%22	https://picoctf.org/js/bootstrap.bundle.min.js?1693357177	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/bootstrap.bundle.minc924.js	(from https://picoctf.org/GenCyber/index.html)
15:21:05	241/241	---M--	200	added ('OK')	application/javascript	etag:%22857da6395708a5a534f93aa7bbc488b2%22	https://picoctf.org/js/autohide-navbar.js?1693357177	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/autohide-navbarc924.js	(from https://picoctf.org/GenCyber/index.html)
15:21:06	34207/34207	---MCZ	200	added ('OK')	text/html	etag:W/%223d00c6c19053921d5e4635a2fb2cdeda%22	https://picoctf.org/competitions/2024-spring-rules.html	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/competitions/2024-spring-rules.html	(from https://picoctf.org/competitions/2024-spring.html)
15:21:08	12316/12316	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22e7449bf394946c203f6992a7387f8a34%22	https://picoctf.org/'https://discord.com/invite/WQGdYaB'	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/'https_/discord.com/invite/WQGdYaB'	(from https://picoctf.org/discord)
15:21:09	165629/165629	---MCZ	200	added ('OK')	text/css	etag:W/%22afa62e620a493943bf610481b86a95e9%22	https://picoctf.org/css/main.css?1707347605	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/mainfb06.css	(from https://picoctf.org/privacy.html)
15:21:10	56517/56517	---MCZ	200	added ('OK')	text/css	etag:W/%2241661137a86847913a9a84b5245cb379%22	https://picoctf.org/css/font-awesome.min.css?1707347605	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/font-awesome.minfb06.css	(from https://picoctf.org/privacy.html)
15:21:11	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://picoctf.org/js/jquery.min.js?1707347605	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/jquery.minfb06.js	(from https://picoctf.org/privacy.html)
15:21:12	81084/81084	---MCZ	200	added ('OK')	application/javascript	etag:W/%227fd2f04e75bd7ab1a79d80cdd4c33085%22	https://picoctf.org/js/bootstrap.bundle.min.js?1707347605	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/bootstrap.bundle.minfb06.js	(from https://picoctf.org/privacy.html)
15:21:13	241/241	---M--	200	added ('OK')	application/javascript	etag:%22857da6395708a5a534f93aa7bbc488b2%22	https://picoctf.org/js/autohide-navbar.js?1707347605	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/autohide-navbarfb06.js	(from https://picoctf.org/privacy.html)
15:21:15	12316/12316	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22e7449bf394946c203f6992a7387f8a34%22	https://picoctf.org/terms	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/terms	(from https://picoctf.org/privacy.html)
15:21:17	12316/12316	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22e7449bf394946c203f6992a7387f8a34%22	https://picoctf.org/privacy	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/privacy	(from https://picoctf.org/terms.html)
15:21:18	237856/237856	---MCZ	200	added ('OK')	application/pdf	etag:W/%22aa0958d65c7d1ad84a7004d9e782cd35%22	https://picoctf.org/pdfs/FINAL_CISSE_paper.pdf	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/pdfs/FINAL_CISSE_paper.pdf	(from https://picoctf.org/research.html)
15:21:19	601589/601589	---MCZ	200	added ('OK')	application/pdf	etag:W/%22c4db70b2879f9bee6896092ef182c8b6%22	https://picoctf.org/pdfs/picoCTF_report_June_2013.pdf	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/pdfs/picoCTF_report_June_2013.pdf	(from https://picoctf.org/research.html)
15:21:20	165629/165629	---MCZ	200	added ('OK')	text/css	etag:W/%22afa62e620a493943bf610481b86a95e9%22	https://picoctf.org/css/main.css?1706717371	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/main75a7.css	(from https://picoctf.org/competitions/2024-spring-rules.html)
15:21:21	56517/56517	---MCZ	200	added ('OK')	text/css	etag:W/%2241661137a86847913a9a84b5245cb379%22	https://picoctf.org/css/font-awesome.min.css?1706717371	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/css/font-awesome.min75a7.css	(from https://picoctf.org/competitions/2024-spring-rules.html)
15:21:22	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://picoctf.org/js/jquery.min.js?1706717371	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/jquery.min75a7.js	(from https://picoctf.org/competitions/2024-spring-rules.html)
15:21:23	81084/81084	---MCZ	200	added ('OK')	application/javascript	etag:W/%227fd2f04e75bd7ab1a79d80cdd4c33085%22	https://picoctf.org/js/bootstrap.bundle.min.js?1706717371	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/bootstrap.bundle.min75a7.js	(from https://picoctf.org/competitions/2024-spring-rules.html)
15:21:24	241/241	---M--	200	added ('OK')	application/javascript	etag:%22857da6395708a5a534f93aa7bbc488b2%22	https://picoctf.org/js/autohide-navbar.js?1706717371	C:/Users/g21m1907/OneDrive%20-%20Rhodes%20University/Documents/GitHub/picoCTF/picoCTF_SE/picoctf.org/js/autohide-navbar75a7.js	(from https://picoctf.org/competitions/2024-spring-rules.html)
