Rank,Team/User Name,School/Organization,Score
5604,"Tali","Touro",960
5605,"The Gunters","Redmond Proficiency Academy",950
5606,"MrPickle","riscBV",950
5607,"CyberLegacies","Ase",950
5608,"secuna","Secuna",950
5609,"DarksideGeeks","MBHS",950
5610,"derek80","Individual",950
5611,"Berserker220","University of Florida",950
5612,"Radar","single",950
5613,"kitabudakbarubelajar","KDU, Malaysia",950
5614,"Center for kids who can't hack good","Center for kids who can't hack good.",950
5615,"ArthurWeasley","Nevada High School",950
5616,"frankfroos","Bina Nusantara University",950
5617,"z8c","z8c",950
5618,"hackmi","DSI",950
5619,"sarakabam","Amador Valley, Pleasanton, CA",950
5620,"coolkids258","Riley High School",950
5621,"paradoxdjell","NYU Tandon School of Engineering",950
5622,"Team Ingini","St. Peter Catholic Secondary School",950
5623,"Tsega","Burger Town",950
5624,"KarenZhao","Dublin High School",950
5625,"flamehaze","allscripts",950
5626,"shovelsdiefirst","Cedarview Middle School",950
5627,"VrajVPatel","University of Southern California",950
5628,"moemoesuperstar","Union High School",950
5629,"SaltySquad","InsertName",950
5630,"ramrod","USAF",950
5631,"cdubow","Princeton High School",950
5632,"l3g3nd","myorg",950
5633,"CTF2","The Dalton School",950
5634,"SeniorSzn","ITSA",950
5635,"twiblek","MEPHI",950
5636,"amanjoshi668","IIIT Hyderabad",950
5637,"Gang","Sir Winston Churchill Secondary School",950
5638,"r00fies","Politehnica University of Bucharest",950
5639,"AntiNicoles","Lake Braddock Secondary School",950
5640,"Hnovak","Alburnett HS",950
5641,"TKSHackers","Mentor College",950
5642,"Will000","Maisonneuve",950
5643,"Raginmolases","Cal Poly SLO",935
5644,"SnailDragon","South Windsor High School",935
5645,"pimmel","pimmel",935
5646,"404 Not Found","private org, Columbus, Oh",935
5647,"Ishaan514","Poolesville High School",935
5648,"BlackNachos","Luther",935
5649,"QEGS-CTF","Queen Elizabeth's Grammar School, Horncastle",935
5650,"The Meme Team","Midway ISD ",935
5651,"tiery","IME-USP",925
5652,"dzg2018","Eastern Mennote University",925
5653,"The Confused Raptors","Pioneer High School",925
5654,"RedNode","RedNode",925
5655,"STS","Phillips Academy",925
5656,"TheBois","School",925
5657,"TeamSaber","Shattuck - St. Mary's School",925
5658,"avepico","Bank",925
5659,"CSPeddie","Peddie School",925
5660,"PBP Anonymous ","St Michael's C.S.S",925
5661,"Xx_¯\_(ツ)_/¯_xX","MCTI",925
5662,"Lejund Squad","LuHi",925
5663,"jcdegroat","Nichols School",925
5664,"Cyber1","Grissom High School",925
5665,"PicoFanatics","Academy for Science and Design",925
5666,"catdog","university new south wales",925
5667,"aydendooley","Nevada High",925
5668,"some random team","Dublin High School",925
5669,"byte me","Loretto College",925
5670,"McSkillet","East Lake High School",925
5671,"Wingdings","Holy Cross Secondary School",925
5672,"XadoVenom","Riley Highschool",925
5673,"cyburserf3r","CTU",925
5674,"HighlandHackerz","Saint Paul Highland Park Senior High",925
5675,"Dank Penguins ","Lubbock high school",925
5676,"WallGang","Harrah High School, Harrah, Oklahoma",925
5677,"sfamiler","Brenham High School",925
5678,"hot2","baejeong",925
5679,"fsteele","Riverview High School",925
5680,"temp1","Georgia Tech",925
5681,"JFKx0rz","Westlake High School",925
5682,"sushi14","bayview middle school",925
5683,"snpatel","Syracuse University",925
5684,"cyber","JCT",925
5685,"TeamTheobert","PGHS",925
5686,"bacon grease","central",925
5687,"junkyardduck","Medtronic",925
5688,"octa","Bina Nusantara",925
5689,"Prizmal","Clear Springs High School",925
5690,"glucoseguardian","DATA",925
5691,"hahalolexe","Central High School ",925
5692,"profiluefter","HTBLA Grieskirchen",925
5693,"helvetica","NYU Poly",925
5694,"Abhishek Joana","Piazza",925
5695,"hack1500","GTU PG School",925
5696,"kafka"," 電気通信大学",925
5697,"downloadable_ram","Seneca Valley Intermediate High school",925
5698,"brehtato","clarkson secondary school",925
5699,"bigbigpig76","john Polanyi ",925
5700,"Powerful Patos","Verdugo Hills High School",925
5701,"tmed34","Université Paris Descartes",925
5702,"DannyYeung","Patrick Henry High School",925
5703,"ggammo","Kongju National University",925
5704,"natasha","skss",925
5705,"jaxonmoman","Choctaw High School",925
5706,"OrangeHackersAssociation","Syracuse University",925
5707,"Thekm","TU Berlin",910
5708,"Jesus 2","American International School",910
5709,"TheFourthHorseman","York University",910
5710,"team send it","Red Bank Regional ",910
5711,"UMDPC","University of Maryland, College park",910
5712,"cyberpsych0","IIIT Lucknow",910
5713,"b10249","Toronto Police",910
5714,"caspsei","city university",910
5715,"benrittenhouse","Springfield Township High School",900
5716,"CupStackers","Parkdale Collegiate Institute",900
5717,"mansrz","Syscloud",900
5718,"Lao_Whatever","Somewhere",900
5719,"Aryab","NAN",900
5720,"0point","Zeropoint",900
5721,"jasonv","Oak Hills, Ca",900
5722,"CSGO","Central",900
5723,"Genderfluids","Academy Science and Design",900
5724,"TSM","John Polanyi",900
5725,"stone7","Wayland HIgh School",900
5726,"Xainash","nevada highschool, Nevada, Iowa",900
5727,"slowpoke","***",900
5728,"HAAAAHHHH","AISHK",900
5729,"poop","Harvard-Westlake",900
5730,"Fenton","John Polanyi Collegiate institute",900
5731,"bagel boiis","JPCI",900
5732,"miko8","The University of Tokyo",900
5733,"ashlee","Cerritos High School",900
5734,"notAVirus","Bev Facey",900
5735,"awesome0511","Cerritos High School",900
5736,"GyrFalcon","University of Sydney",900
5737,"barackobama1","african institute of spear technology",900
5738,"HackNugget","Runnymede CI",900
5739,"UltraInstinctNeuroid","George Brown College",900
5740,"catiu9","Dr.Norman Bethune",900
5741,"Team_Blue","Kapolei High School",900
5742,"AtiKasera","University of Virginia",900
5743,"iaswell","RIT, Rochester, NY",900
5744,"Fatherboy","HVKTMM",900
5745,"0NYX","Mead High School, Mead, CO",900
5746,"The Revenger#1","West Leyden, Northlake, Illinois",900
5747,"random123","The Academy For Science And Design",900
5748,"Goon Squad","University of Maryland, College Park",900
5749,"keep1searching","EURECOM",900
5750,"wohenhao","school",900
5751,"fluffykins","University of Central Florida",900
5752,"gumiho","THPT Nguyễn Khuyến",900
5753,"Demuss","Varsav GS",900
5754,"youngmt","Highlands Ranch",900
5755,"XoRo3108657","Matoaca High School",900
5756,"zpotts01","Matoaca High School",900
5757,"DMZ2","Poolesville High School, Poolesville, MD",900
5758,"KoolKidHackers666","ASD",900
5759,"saakshi_07","IIITL",900
5760,"mAcbOOkprO","ashwaubenon",900
5761,"MathDude216","San Pasqual High School",900
5762,"Thlumman","Hello",900
5763,"slinenberg","Newark Academy",900
5764,"reudig aber okay","Hochschule Albstadt",900
5765,"123456","animeisfine",900
5766,"f0o","Foo",900
5767,"arkj1993","New England Institute of Technology",900
5768,"The_Crew","Old Scona Academic",900
5769,"HelloWorld","St Augustine High School",900
5770,"noinfodev","Pennsylvania State University",900
5771,"DominikZeman","Hunschool of Princeton",900
5772,"parvanescu","National Hich school Decebal",900
5773,"palakgoenka","ABC",885
5774,"TaubeNüsschen","Hochschule Darmstadt",885
5775,"thrawn","ENSIBS",885
5776,"jbartucz","Rochester CTECH",885
5777,"I dont know","John Cabot",875
5778,"vist","School",875
5779,"ashishsharma","BCOE",875
5780,"markieboy100","ARU",875
5781,"FREE V-BUCKS CLICK HERE","Countryside High School",875
5782,"suttjax","St. Peter CSS",875
5783,"kan1231208","中山大學",875
5784,"OogaBoogaBoys","West Washington, Campbellsburg IN",875
5785,"master353","Silicon Valley Technical Education",875
5786,"Blue Team","Peabody School",875
5787,"CCRCN","San Bernardino ",875
5788,"CalvinCreator","University of Virginia",875
5789,"gchs64","graves county high school mayfield,KY",875
5790,"NRDa","IIIT",875
5791,"zeezar4","UTSA",875
5792,"Team Jelly","Noah Weinstein",875
5793,"aidenok","Ashwaubenon High School",875
5794,"The Biggest of Bois","Eleanor Roosevelt, Greenbelt MD",875
5795,"c21nm","The Dalton School",875
5796,"Felicity&Cisco","Chico Country Day School",875
5797,"newiak","Old Scona Academic",875
5798,"TKPA BOIS","South Technical High School",875
5799,"DaBestHampster","Faith Lutheran",875
5800,"TheBlackDevilTeam","najah",875
5801,"Team Red","Washington Junior High School",875
5802,"collierhanson","Northwest",875
5803,"wuya","USF",860
5804,"H4ckM4N","home school",860
5805,"saurabhj","Maharaja agrasen institute of technology",860
5806,"DylanJohnson","University of South Alabama",860
5807,"French man","Henry M. Gunn High",860
5808,"DutchGuys","ATC",860
5809,"vyas99","Deep Run High School",860
5810,"hoangvipprof2","Boyd Anderson High School",850
5811,"dustywig","The Ohio State University",850
5812,"Sons_Of_The _Prodigal_Son","St. Anne Catholic High School",850
5813,"X1x1XRoblox_-_HackerzX1x1X","Mililani High School",850
5814,"gengkev","Carnegie Mellon University",850
5815,"VID","Craig Kielburger",850
5816,"engelbarts","fun times with friends",850
5817,"Seeek","unistra",850
5818,"Legendary_Defender","169th CPT",850
5819,"housekeith","Virginia Tech",850
5820,"SpaghettiMK","Park Ridge High School",850
5821,"SquareRootOfNegative","Phillips Exeter Academy",850
5822,"BustDown","Northern Secondary School",850
5823,"cantHack2018","bev facey",850
5824,"afeng5463","Mount Hebron",850
5825,"HIDDEN","simpkins school",850
5826,"qazwsxedc","Asia Pacific University",850
5827,"weezyouttahere","Countryside High School",850
5828,"The Poggers","Midway High School",850
5829,"H0tGamerGurlz","Rando420",850
5830,"Aktobe BIL","Aktobe BIL",850
5831,"JapaneseStudent","University of Tokyo",850
5832,"Hummus","East Lake High School",850
5833,"Flat Earth Chads","Jarvis Collegiate Institute",850
5834,"Hanzomain","Kapolei High",850
5835,"R1vals","Jarvis Collegiate",850
5836,"mark42","IIT ROORKEE",850
5837,"Philbert","WW-P High School South",850
5838,"MildlyANNoyed","Kapolei HIgh School",850
5839,"RadicalRayas","Lowell High School",850
5840,"TIGraphing","University of Virginia",850
5841,"Karen","National Taiwan University",850
5842,"byakkø","ies Rafael Alberti",850
5843,"Pretam9","IIEST Shibpur",850
5844,"Downer","Ecole 42",850
5845,"sure","South Brunswick High School",850
5846,"cwc","Self-employed",850
5847,"simplyconnected","Harvard",850
5848,"shirajuki","LHMR",850
5849,"Fencijs","10.vidusskola",850
5850,"mattpatt27","Matoaca High school",850
5851,"QueefQueens","KDU",850
5852,"xornrkd123","Kongju National Unicersity",850
5853,"aneeshp","The Hun School of Princeton",850
5854,"hellsport","Northampton Community College",850
5855,"Mighty Ducks","Sir Winston Churchill",850
5856,"Feliz Navidad, Mangoes, and Kocki","Nashua High School South",850
5857,"blueberrymuffins2","Dalton School",850
5858,"Luth","ARGSS",850
5859,"Badr1986","Virginia International University",850
5860,"The Trailblazing Cheetahs!","west humber colligeaute",850
5861,"The Duo","Sisler High School",850
5862,"vip98","PTIT",850
5863,"Hacker Squad","Blue Springs Freshman Center",850
5864,"supersonic1424","Lake Braddock",850
5865,"fdex","tnlk",850
5866,"rickpat77","Redlands East Valley",850
5867,"psfnsa","myself",850
5868,"GatewayGators2","Gateway Middle, Monroeville, PA",850
5869,"AgentG","Redlands East Valley High School",850
5870,"WADERTHICCBOI","Dr. Norman Bethune C.I.",850
5871,"epicstyle","Wando High",850
5872,"nitky","NTT Communications",850
5873,"teamsuper","ars day school",850
5874,"FutbolFan13","George Mason University",835
5875,"rcsadlerfan","University of Central Florida",835
5876,"karim","UDSM",835
5877,"The Washing Machine","University of Colorado Denver",835
5878,"mandelbrot","Fanshawe College",835
5879,"EnigmaticGeek","Autodidact",835
5880,"stridaman","NA NA",835
5881,"jueun5840","sangmyung",835
5882,"hershey","John Poole Middle School",835
5883,"bigzam","Universal Pendidikan Indonesia",835
5884,"test123","n/a",825
5885,"Ecdysiast","Amphitheater High School",825
5886,"God Squad","Bergen County Academies",825
5887,"SparklingSalt","Troy High School",825
5888,"SeanLink1114","KDU",825
5889,"Yanne829","Ann Arbor Pioneer High School",825
5890,"Mercurii","MercurialSecurity",825
5891,"YnotTeam","Clague Middle School",825
5892,"edupinhata","UFABC",825
5893,"sureinrajahUTM","SCHOOL OF COMPUTING",825
5894,"EvilL0rd","Chandigarh University",825
5895,"bananaweekend","uOasdf",825
5896,"sliu1","Phillips Exeter Academy",825
5897,"LaiKung","The Chinese University of Hong Kong",825
5898,"semaphore","University of Tulsa",825
5899,"garzlo22","Bergen County Academies",825
5900,"hakuVF","Binus University",825
5901,"rHackerous","Ist",825
5902,"RuralTeacher","Granite Ridge Education Centre, Kingston Ontario",825
5903,"ZAFFELS","luhi",825
5904,"High_Alert","Miami Valley Career Technology Center",825
5905,"Code Coyotes","Day Creek Intermediate",825
5906,"KirinRaikage","EILCO",825
5907,"QWERTYKID","Ledyard High School",825
5908,"CCG_Triad","Academies of Loudoun",825
5909,"Jorge","Nevada high school",825
5910,"BladeOfGrass","Dublin High School",825
5911,"The Forsaken Ones","Central Education Center",825
5912,"The Cool Tones","Academy for Science and Design, Nashua, NH",825
5913,"malimir","McDonald County High School",825
5914,"aprotin","University of Maryland",825
5915,"Paladins","Ledyard High School",825
5916,"thicchackers","john polanyi collegiate institute",825
5917,"rareone0602","Natinal Tsing Hua University",825
5918,"Colombian Boot Weasels","Red Bank Regional High School",825
5919," the goofy goobers","cajon high school",825
5920,"UnarmedShampoo","south high school",825
5921,"mpf3","UIUC",825
5922,"CS1Bois","Mt. Vernon",825
5923,"yuka","none",825
5924,"yerayberruezo","IES Carles Vallbona",825
5925,"PG13Otaku","Timber Creek High School",825
5926,"LizardSquad","East Lake High School",825
5927,"gchs62","graves county high school",825
5928,"stackoverflowed","University of Washington, Seattle",825
5929,"SpicyNoodlez","Cal Poly Pomona ",825
5930,"muttjaco","St. Peter's Catholic Secondary School",825
5931,"jennikimfer","South High School",825
5932,"Team Illuminati","Countryside High School",825
5933,"WebGuy1","Cerritos High School, Cerritos, CA",825
5934,"joaomarcus","IFCE",825
5935,"Lagala pandigaal","Infosys",825
5936,"Timmy6667","JPCI",825
5937,"Hannnnnzo","Hun School of Princeton",825
5938,"kkwonsso","Bina Nusantara University",825
5939,"COLEBERG33","FMHS",825
5940,"Grandoff","Sir Winston Churchill Secondary School",825
5941,"JulPeg4269","Matoaca High School Chesterfield VA",825
5942,"imissasd","Nashua High School South",825
5943,"Mineola","Mineola High School, Mineola NY",825
5944,"Tilo und Mareike","Heisenberg Gymnasium Dortmund",825
5945,"TheFellas","Alta High School",825
5946,"jch860","Riverview High School",825
5947,"Meme Team","Brenham High school",825
5948,"OREO_MilkShakes","Barstow High School",825
5949,"Chillin.is.life","Verdugo Hills Highschool",825
5950,"gio","Verdugo Hills High School",825
5951,"swampx","Middle East Tech. Univ.",825
5952,"blue9000","Fallbrook",825
5953,"49389CRL","fallbrook high school",825
5954,"chrislinkou","princeton high school",825
5955,"m203324","United States Naval Academy",825
5956,"andress4732","Mickey Leland College Preparatory Academy",825
5957,"jamesCool","Hun school of princeton",825
5958,"Legit insane dude","Troy High School",825
5959,"Team Bunsack","Highline College",810
5960,"huntdusk","Bina Nusantara University",810
5961,"noob123","KNU",810
5962,"JacEvan","Huron Heights Secondary School",810
5963,"Солнышко ","PhysTech-Lyceum",810
5964,"BoiseBee","uscyberpatriot.org mentor",810
5965,"css","Other",810
5966,"0001083250","Clear Springs HS",810
5967,"kkmodi","howard",810
5968,"Cruzader1234","Faith Lutheran Middle School and High School",800
5969,"thedoctor","Carnegie Mellon University",800
5970,"NatuiroPresent","Numazu college",800
5971,"jcweaver","Capitol Technology University",800
5972,"sfang22","Massachusetts Institute of Technology, MA ",800
5973,"mcullen","Cedarburg High School",800
5974,"Wet Toasts","KDU",800
5975,"hbhoyar","IIT Bombay",800
5976,"5pl1c3","Other",800
5977,"lightspeedana","DAOS",800
5978,"0xdeadbeefers","ECU",800
5979,"patrolls","Henry M. Gunn High School",800
5980,"thistle","None",800
5981,"kingcolt45","Louis Riel Arts and Technology Centre",800
5982,"nourishnew","STEPHEN LEWIS SECONDARYSCHOOL",800
5983,"KwanK1","Cerritos High School",800
5984,"sarakwan19","Wayland",800
5985,"nightshadow","JUST",800
5986,"chibi49","University of Central Florida",800
5987,"TheTuzzos","Byram Hills High School",800
5988,"jseales911","Lincoln High School",800
5989,"ExacliGlobe","Cerritos High",800
5990,"Poison57","Eastern oklahoma technology center",800
5991,"Mme Tom","The Dalton School ",800
5992,"Ooga Booga","Vandegrift",800
5993,"Sky","Binus",800
5994,"bleucube","Lansing Community College",800
5995,"Mylon","School of Science and Technology",800
5996,"basedgod","University of Illinois Urbana-Champaign",800
5997,"Nolanc163","Riley High School",800
5998,"tigerharvey1","James Whitcomb Riley High School ",800
5999,"DioTheWorld","Derby High School",800
6000,"StormX","John Marshall",800
6001,"mam275","parent",800
6002,"NullByte","SAF",800
6003,"shayags123","ort",800
6004,"BabyJesusMan971","Private",800
6005,"daemok","University of Virginia",800
6006,"Black Quartz","Old Scona Academic",800
6007,"Manuel","Cabrillo",800
6008,"Non-Binary Trans","Lowell High School",800
6009,"m205022","United States Naval Academy",800
6010,"iTeam","KDUUC",800
6011,"zeynebsdiri","ISI",800
6012,"I_could't_think_of_one","southwest high school",800
6013,"Death","UTM",800
6014,"nooName","Shanghai Jiao Tong University",800
6015,"Vikings123456789","Decorah High School",800
6016,"the goblinz","Vista Ridge, Cedar Park, TX",800
6017,"Rouzen","Gadjah Mada University",785
6018,"Klipling","Example School",785
6019,"hnickels4321","Texas A&M University",775
6020,"TheBigFireTrucks","Algonquin Regional High School",775
6021,"2pro4u","Delhi Technological University, Delhi",775
6022,"lct1806","Mật Mã",775
6023,"Sheep101","Thomas Jefferson High School, Pittsburgh, PA",775
6024,"eee","unc",775
6025,"Pathogen","nefu",775
6026,"kareemcoding","Enfield Grammar School",775
6027,"zoobydoobydoo","IIIT , Allahabad",775
6028,"py0zz1","JBOB",775
6029,"derekbradsgaw","Rochester Institute of Technology",775
6030,"TeamAlfa","Hacker Lab 916",775
6031,"nakura","Nowhere",775
6032,"Nintendo Switch>PS4>XBox","None",775
6033,"55EECC","n/a",775
6034,"Bacon","ivy tech",775
6035,"PlatypusPerry","Alwar Public School",775
6036,"Jayvee905","Bernice Macnaughton",775
6037,"HistoryGuy4","Conval High School",775
6038,"ktosic","East Brunswick High School",775
6039,"st945306","National Taiwan University",775
6040,"4r7r1x","IIT Roorkee",775
6041,"BigShafters","Huron Heights Secondary School",775
6042,"JASD","Johnsonburg Area High School",775
6043,"Ryan555","Wayland high school",775
6044,"Elizabeth","Wayland High School, Wayland, MA",775
6045,"rivers12568","Academy For Science and Design",775
6046,"kasmyth","Redmond Proficiency Academy, Redmond, OR",775
6047,"SomethingStupid-Nathan","West Allegheny High School",775
6048,"The GoodBro","Midway High School, Waco, Texas",775
6049,"yomomgay","NCTU",775
6050,"ECamp_Sucks","Bercen Academies",775
6051,"kevlgang","The Dalton School",775
6052,"TheEliteError","West Windsor Plainsboro High School North",775
6053,"WhiteMenStealEverything","Midway High School, Waco, TX",775
6054,"Team A+ Hacker","ASD",775
6055,"drpinky","DoD",775
6056,"avery","South High School Torrance CA",775
6057,"jasmine","South High School, Torrance CA",775
6058,"Pranathi","South High School, Torrance, CA",775
6059,"ywk","northeastern university",775
6060,"Zonzekyo","Bina Nusantara University",775
6061,"hgazdus","Red Bank Regional High School",775
6062,"GirlPower","Washington Lee High School",775
6063,"dzphisher","dzphisher",775
6064,"BluePug","San Pasqual, Escondido",775
6065,"mango","University of Illinois - Urbana-Champaign",775
6066,"zaak71","Stevenson High School",775
6067,"Bencomo's Team","southwest hs",775
6068,"jcn15243","Princeton High School",775
6069,"Delta5O5","Derby High School, Derby, KS",775
6070,"Error 417","University of Maryland - College Park",775
6071,"Yuuki","Colegiul National Grigore Moisil",775
6072,"Killian","IIA",775
6073,"kerker","ntust",775
6074,"Thanos car","la jolla high",775
6075,"lukemcelligott","Riverview Junior-Senior High School",775
6076,"Ryken15","Alhambra High",775
6077,"pansopk","South High School",775
6078,"owl","Smt. Kasturbai Walchand junior college, Sangli",775
6079,"PeanutCookie","Civil Air Patrol",775
6080,"kaidenisenberg1","discovery middle",775
6081,"BlooDKilleR","MUST-SICT",775
6082,"LOLA","IIIT , Lucknow",775
6083,"jackisthebeanstalk","Loretto College School",775
6084,"Big Chief","Brenham High School",775
6085,"Gender Neutral Helicopters","Midway High",775
6086,"Josue321","fallbrook high school",775
6087,"PicoBoi17","T.H Rogers",775
6088,"Good Vibes","South tech",775
6089,"HydroCTF","Russian State Hydrometeorological University",775
6090,"3092247","Matoaca High School",775
6091,"chilgeman","Terra Community College",775
6092,"idddddd","aaa",775
6093,"LASAGA SAGA","Red Bank Regional",775
6094,"Kalidus","Brenham",775
6095,"badcontent","Brennan high school ",775
6096,"CoolMathGames","Lake Braddock, Burke, VA",775
6097,"wesley","redlands east valley",775
6098,"Nick","Redlands East Valley",775
6099,"Hacking Hunters","sisler high school",775
6100,"XxzakxX","Mountain View High",775
6101,"Mertin","Fallbrook High School",775
6102,"Powershell Turtles","Merritt",775
6103,"Matt624","Texas A&M",775
6104,"Fabulous Four","The Hun School of Princeton",775
6105,"Panthers","Mineola Highschool,Mineola,NY",775
6106,"MrProgrammerGuy","Homeschool, South Bend, IN",775
6107,"Team1238","University of Warsaw",775
6108,"Hackerzz","Dalton",775
6109,"RaafyShiham","KDU UC",760
6110,"SmokingGNU","International Instiute of Technology Hyderab",760
6111,"CMS Hackers","Cedarview MS",760
6112,"hjcg","Tower House",750
6113,"Sumayyam","Meadowvale SS",750
6114,"Lear1","Meadowvale Secondary School",750
6115,"VaishR","Meadowvale Secondary school",750
6116,"MHS Coders","Jacob",750
6117,"TheCommunistStatesofAmerica","rochester community and technical college",750
6118,"akilah","UTM",750
6119,"user2134","example school",750
6120,"Xploit","SAJS",750
6121,"fei1887415157","Amador Valley High School",750
6122,"ykiko","河南大学",750
6123,"lgenigbtw","USP",750
6124,"merv","McNeil High ",750
6125,"Rayonthecrayon","Wayland High School",750
6126,"CarmenSanDieg0","Pearl City High School",750
6127,"fellowshipofthenine","IIT Madras",750
6128,"Bashy","UPMC",750
6129,"PCmasterRace","Franklin",750
6130,"MRPH","The Dalton School",750
6131,"buster","Wayland High School",750
6132,"TaxDay","WWP High School North",750
6133,"ShiterNet.com","swisd",750
6134,"Cristi11227","Grigore Moisil",750
6135,"PHANTOM","SRM",750
6136,"hellteam","ASSAM ENGINEERING COLLEGE",750
6137,"ameliav1041159","South High School, Torrance, CA",750
6138,"jupiterRising","Riley High School",750
6139,"LEVE","Leyden",750
6140,"Bakathus","Omaha south high, Omaha NE",750
6141,"Garth","Washington University in St. Louis",750
6142,"LookingCoolJoker","Golden Valley High School, Santa Clarita, CA",750
6143,"softserve","University of Virginia",750
6144,"Eggplant's Revenge","University of Virginia",750
6145,"Your_My_Dad_BoogieWoogieWoogie","kapolei high school",750
6146,"Yeet Yaw McGee","University of Illinois ",750
6147,"dawaadano0103","MUST",750
6148,"BigIgg","TJHSST, Alexandria, VA",750
6149,"IcarusB","Massanutten Technical Center, Harrisonburg, VA",750
6150,"Attack Helicopter","Glenlawn",750
6151,"thongngo3301","VNU",750
6152,"sel","Nihon",750
6153,"SCP","dong",750
6154,"hello","SoonChunHyang",750
6155,"zhenlam99","Staffordshire University",750
6156,"codingcook","The woodlands Secondary School",750
6157,"Geta5ontheExam","Grafton High School",750
6158,"ssvishnu795","Oracle",750
6159,"Team DrumCrumb","Cabrillo",750
6160,"lehsun_1","Thapar Institute of Engineering and Technology",750
6161,"JojoMasterofDojo","Applewood Height SS",750
6162,"iLikeNaps","Mineola High School, Garden City Park, NY",750
6163,"Blackstar","Redlands East Valley",750
6164,"Saki","The Harvey Grammar School",750
6165,"mbanan","CMS",750
6166,"eshabella","The Hun School of Princeton",750
6167,"YeastDr","Frederick Community College",750
6168,"stech","Lohin Labs",750
6169,"supergirl","SMMASIC",750
6170,"MadSanchez","CodingForFood inc.",750
6171,"3093187","Matoaca",750
6172,"cyjhhh","Xiamen University",750
6173,"noobs","NITK",750
6174,"MikeyLopez11","REV",750
6175,"CatchFM","UTMN",750
6176,"gotjon05","The Evergreen State College",750
6177,"buddytex","Texas A&M",750
6178,"Bosh Mayer","Hun School of Princeton",750
6179,"Martinez","Golden Valley High School",750
6180,"joeyjhg","공주대학교",750
6181,"elton2048","BlockSquare",750
6182,"AloneAlien","SibFU",750
6183,"Super-Duper-Assassin-Kitties","Brenham Highschool",750
6184,"Amything","svcte",750
6185,"kkkkkkom igen","Dangus Corp",735
6186,"Danklab","UT San Antonio, San Antonio, Texas",735
6187,"haicucai","ZaloZulu",735
6188,"LMP","Hochschule Albstadt-sigmaringen",735
6189,"ddaniel","UTEP",735
6190,"7feilee","HIT",725
6191,"wtrin1","Glebe Collegiate Institute",725
6192,"Cedarbrae","Cedarbrae Collegiate Institute",725
6193,"RedPhish","Embry Riddle Aeronautical University",725
6194,"DioSama","MililaniHighSchool",725
6195,"Coding! At the Disco","Robert E Lee High School",725
6196,"cryotic","No one",725
6197,"HPDISC","West Allegheny ",725
6198,"KADE","ASD Nashua, NH",725
6199,"nmautner","Waukesha County Technical College",725
6200,"Grumpy","American International School",725
6201,"drmerino0x01","n/a",725
6202,"lumanman","SJU",725
6203,"Iamgeorgenat","Wayland High School",725
6204,"abarloon","Nevada",725
6205,"Hacker²z","Iowa State University",725
6206,"SOS","Nichols School",725
6207,"xav","Sunrin High School",725
6208,"ajkrpa2018","Redmond proficiency academy",725
6209,"IceKnife","Nanchang University",725
6210,"PumkingEaters","St. Michaels C.S.S",725
6211,"Apache Attack Helicopter","Dublin High School",725
6212,"Chipperoo","Libertyville Highschool, Libertyville il",725
6213,"tankiat94","Aglotel",725
6214,"Mukundh","Robinson High School",725
6215,"LuckyN1k","Lubbock High",725
6216,"GiaGalvez","DATA",725
6217,"ThePromiseLAN","Pearl City High School ",725
6218,"Sans-Culottes","La Jolla High School",725
6219,"True Vibes","Creekside",725
6220,"iheartcats","N/A",725
6221,"monkey213","Fallbrook High School",725
6222,"diWkfwntpdy","No organization",725
6223,"artmayer","TumGU",725
6224,"Team","College of Digital",725
6225,"DanielMoncho","Hogwarts",725
6226,"exploitcat","PAs",725
6227,"bpowers01","Ashwaubenon High School",725
6228,"JBunz","P2T",725
6229,"1052342","South High, Torrance, CA",725
6230,"zoomJegs","YHE",725
6231,"Farhan and the zits","Dalton School",725
6232,"Jesus and Pals","Hochschule Albstadt-Sigmaringen",725
6233,"exodik","San Ysidro High School",725
6234,"hari92","TTT",725
6235,"kael2012","Northwest Highschool",725
6236,"The Creamy Layer","Barstow High School, Barstow Ca",725
6237,"HobbitsRule","Schluessler Academy",725
6238,"AgitatedAxolotl","Redlands East Valley",725
6239,"vaav","RBC",710
6240,"aloha","sju",710
6241,"bnmatter","iau",710
6242,"Gnomeland's Chosen People","Davis Senior High School",700
6243,"gammers","Washington Lee, Arlington, VA",700
6244,"BreakItBad","University of Petroleum and Energy Studies",700
6245,"immortalp0ny","ABCD",700
6246,"YOLOSwag1","West Humber Collegiate Institute",700
6247,"miguellahoz","Unizar",700
6248,"Falcon Flaggers","Cambridge Rindge and Latin School",700
6249,"LPettay","Koch",700
6250,"Sharkybug","eastern mennonite university",700
6251,"ezra","UTM",700
6252,"Edward123","PSJA Early College High School",700
6253,"Avengers","IIT ROORKEE",700
6254,"INVICTUM","university",700
6255,"Downgrader","Not Needed",700
6256,"TeamChoc","School",700
6257,"ZJam","Purdue",700
6258,"Jess20","Washington-Lee, Arlington VA",700
6259,"bambam","Self-Employ",700
6260,"lostbytes","keyw",700
6261,"Echo545","Tiki Technologies",700
6262,"20912karma AKBN","tainan first senior high school",700
6263,"lisafer","UCF",700
6264,"hulk","University of Central Florida",700
6265,"DunnWithPunns","Monta Vista High School",700
6266,"cloud7strife13","Brawijaya University",700
6267,"Hac3r","Oxford",700
6268,"KALA'S WARRIORS","IIIT Allahabad",700
